日付,始値,高値,安値,終値,出来高,調整後終値,Unnamed: 7
2015年10月26日,19520,19560,19390,19390,717796,19390,nan
2015年10月27日,19420,19430,19220,19230,278490,19230,nan
2015年10月28日,19300,19400,19280,19370,166495,19370,nan
2015年10月29日,19530,19550,19270,19390,442203,19390,nan
2015年10月30日,19380,19680,19240,19550,918012,19550,nan
2015年11月2日,19290,19330,19100,19150,507949,19150,nan
2015年11月4日,19490,19620,19380,19390,510328,19390,nan
2015年11月5日,19490,19640,19460,19580,481979,19580,nan
2015年11月6日,19660,19770,19640,19730,598409,19730,nan
2015年11月9日,19880,20180,19880,20110,1426183,20110,nan
2015年11月10日,19920,20170,19910,20140,384794,20140,nan
2015年11月11日,20090,20210,20080,20180,536571,20180,nan
2015年11月12日,20110,20210,20080,20180,410042,20180,nan
2015年11月13日,19990,20090,19860,20060,504540,20060,nan
2015年11月16日,19720,19930,19700,19850,360210,19850,nan
2015年11月17日,20150,20210,20110,20130,464194,20130,nan
2015年11月18日,20240,20330,20130,20140,672644,20140,nan
2015年11月19日,20360,20450,20250,20340,764220,20340,nan
2015年11月20日,20300,20340,20200,20340,475115,20340,nan
2015年11月24日,20370,20440,20320,20410,414859,20410,nan
2015年11月25日,20340,20360,20270,20330,346102,20330,nan
2015年11月26日,20420,20480,20410,20420,521868,20420,nan
2015年11月27日,20480,20490,20310,20360,223283,20360,nan
2015年11月30日,20350,20370,20180,20230,230798,20230,nan
2015年12月1日,20320,20470,20290,20460,237674,20460,nan
2015年12月2日,20430,20480,20410,20430,249947,20430,nan
2015年12月3日,20370,20460,20340,20430,364343,20430,nan
2015年12月4日,20080,20140,19930,20000,783666,20000,nan
2015年12月7日,20220,20300,20150,20180,307459,20180,nan
2015年12月8日,20210,20260,19960,19990,215946,19990,nan
2015年12月9日,19870,19960,19730,19790,510819,19790,nan
2015年12月10日,19550,19610,19500,19510,612091,19510,nan
2015年12月11日,19520,19770,19490,19690,329510,19690,nan
2015年12月14日,19240,19380,19060,19360,1087551,19360,nan
2015年12月15日,19350,19370,19030,19070,604049,19070,nan
2015年12月16日,19370,19530,19340,19510,408807,19510,nan
2015年12月17日,19900,19990,19790,19840,578704,19840,nan
2015年12月18日,19810,20390,19450,19500,1383089,19500,nan
2015年12月21日,19330,19460,19110,19420,632204,19420,nan
2015年12月22日,19390,19420,19290,19370,334004,19370,nan
2015年12月24日,19570,19580,19250,19270,292440,19270,nan
2015年12月25日,19300,19350,19200,19210,163300,19210,nan
2015年12月28日,19320,19420,19240,19370,202537,19370,nan
2015年12月29日,19350,19480,19270,19470,260390,19470,nan
2015年12月30日,19580,19600,19510,19520,171196,19520,nan
2016年1月4日,19300,19440,18860,18950,1610477,18950,nan
2016年1月5日,18870,19030,18800,18850,755490,18850,nan
2016年1月6日,18870,18950,18530,18670,1399603,18670,nan
2016年1月7日,18610,18650,18230,18230,1654689,18230,nan
2016年1月8日,18100,18450,18000,18190,1294538,18190,nan
2016年1月12日,17900,18020,17640,17700,1257628,17700,nan
2016年1月13日,17910,18180,17910,18180,460840,18180,nan
2016年1月14日,17670,17730,17380,17700,1315911,17700,nan
2016年1月15日,17970,18060,17500,17590,713343,17590,nan
2016年1月18日,17230,17480,17090,17390,1186794,17390,nan
2016年1月19日,17340,17530,17240,17500,809454,17500,nan
2016年1月20日,17470,17470,16810,16870,1398928,16870,nan
2016年1月21日,16900,17170,16430,16450,1495886,16450,nan
2016年1月22日,17030,17430,16880,17400,986948,17400,nan
2016年1月25日,17600,17660,17350,17540,1039740,17540,nan
2016年1月26日,17240,17270,17070,17130,447995,17130,nan
2016年1月27日,17470,17690,17390,17580,603091,17580,nan
2016年1月28日,17490,17680,17370,17490,504175,17490,nan
2016年1月29日,17530,18200,17170,18020,1637608,18020,nan
2016年2月1日,18300,18370,18150,18320,869125,18320,nan
2016年2月2日,18120,18320,18120,18200,524535,18200,nan
2016年2月3日,17850,17910,17520,17650,1104675,17650,nan
2016年2月4日,17470,17650,17370,17480,715323,17480,nan
2016年2月5日,17240,17330,17050,17260,834267,17260,nan
2016年2月8日,17020,17530,16970,17430,829168,17430,nan
2016年2月9日,16770,16820,16440,16520,1163040,16520,nan
2016年2月10日,16560,16580,15820,16090,1691513,16090,nan
2016年2月12日,15600,15680,15250,15340,2133508,15340,nan
2016年2月15日,15950,16570,15890,16430,1317572,16430,nan
2016年2月16日,16260,16760,16220,16460,911624,16460,nan
2016年2月17日,16390,16620,16020,16250,864462,16250,nan
2016年2月18日,16720,16760,16510,16600,551658,16600,nan
2016年2月19日,16410,16440,16190,16390,677728,16390,nan
2016年2月22日,16230,16600,16210,16510,648734,16510,nan
2016年2月23日,16610,16770,16400,16460,1015959,16460,nan
2016年2月24日,16250,16410,16140,16300,577963,16300,nan
2016年2月25日,16370,16640,16360,16580,477067,16580,nan
2016年2月26日,16730,16900,16600,16600,710051,16600,nan
2016年2月29日,16760,16890,16470,16480,470419,16480,nan
2016年3月1日,16440,16520,16260,16490,352757,16490,nan
2016年3月2日,16960,17250,16890,17160,1356335,17160,nan
2016年3月3日,17120,17400,17120,17380,818697,17380,nan
2016年3月4日,17360,17490,17300,17430,413495,17430,nan
2016年3月7日,17480,17480,17330,17360,417264,17360,nan
2016年3月8日,17330,17350,17000,17200,691142,17200,nan
2016年3月9日,17070,17150,16930,17090,493849,17090,nan
2016年3月10日,17240,17320,17130,17290,342758,17290,nan
2016年3月11日,17030,17460,16990,17380,656154,17380,nan
2016年3月14日,17600,17750,17590,17660,889405,17660,nan
2016年3月15日,17690,17740,17480,17550,424947,17550,nan
2016年3月16日,17430,17550,17390,17420,391080,17420,nan
2016年3月17日,17550,17690,17240,17370,632982,17370,nan
2016年3月18日,17330,17360,17040,17150,586332,17150,nan
2016年3月22日,17400,17560,17280,17460,703785,17460,nan
2016年3月23日,17500,17580,17400,17460,401096,17460,nan
2016年3月24日,17380,17480,17280,17330,409673,17330,nan
2016年3月25日,17380,17460,17320,17420,316170,17420,nan
2016年3月28日,17550,17610,17390,17530,819585,17530,nan
2016年3月29日,17530,17700,17500,17660,868089,17660,nan
2016年3月30日,17620,17640,17430,17450,582611,17450,nan
2016年3月31日,17580,17610,17310,17320,567597,17320,nan
2016年4月1日,17290,17290,16650,16710,1404780,16710,nan
2016年4月4日,16630,16780,16570,16640,621432,16640,nan
2016年4月5日,16600,16610,16220,16250,940607,16250,nan
2016年4月6日,16240,16360,16120,16240,770588,16240,nan
2016年4月7日,16240,16400,16140,16270,481779,16270,nan
2016年4月8日,16000,16570,15990,16370,934939,16370,nan
2016年4月11日,16300,16320,16040,16300,694785,16300,nan
2016年4月12日,16270,16500,16220,16460,476660,16460,nan
2016年4月13日,16710,16950,16680,16920,899530,16920,nan
2016年4月14日,17200,17480,17160,17460,1508128,17460,nan
2016年4月15日,17290,17500,17280,17390,491054,17390,nan
2016年4月18日,16840,16980,16790,16820,688510,16820,nan
2016年4月19日,17290,17470,17290,17440,485691,17440,nan
2016年4月20日,17600,17680,17430,17470,954850,17470,nan
2016年4月21日,17850,17960,17130,17910,1644957,17910,nan
2016年4月22日,17770,18160,17760,18130,1390642,18130,nan
2016年4月25日,18210,18220,17980,18030,539481,18030,nan
2016年4月26日,17950,18020,17770,17910,527398,17910,nan
2016年4月27日,17970,18000,17800,17900,533740,17900,nan
2016年4月28日,18050,18170,17100,17220,1206593,17220,nan
2016年5月2日,16520,16700,16490,16680,939296,16680,nan
2016年5月6日,16740,16820,16520,16650,444542,16650,nan
2016年5月9日,16770,16830,16690,16780,386922,16780,nan
2016年5月10日,16840,17150,16770,17150,623044,17150,nan
2016年5月11日,17310,17380,17080,17130,596595,17130,nan
2016年5月12日,16990,17230,16910,17210,376990,17210,nan
2016年5月13日,17270,17360,16940,16970,483519,16970,nan
2016年5月16日,16990,17190,16960,17000,465277,17000,nan
2016年5月17日,17200,17230,17060,17220,359652,17220,nan
2016年5月18日,17150,17370,17070,17210,608986,17210,nan
2016年5月19日,17360,17410,17140,17210,378387,17210,nan
2016年5月20日,17160,17340,17110,17300,406334,17300,nan
2016年5月23日,17240,17260,16970,17210,642010,17210,nan
2016年5月24日,17150,17160,17010,17040,402770,17040,nan
2016年5月25日,17360,17390,17280,17330,853570,17330,nan
2016年5月26日,17510,17540,17290,17320,844929,17320,nan
2016年5月27日,17410,17470,17350,17400,302524,17400,nan
2016年5月30日,17540,17640,17470,17640,466562,17640,nan
2016年5月31日,17570,17840,17560,17800,1283733,17800,nan
2016年6月1日,17670,17730,17470,17500,865815,17500,nan
2016年6月2日,17380,17390,17080,17120,1038074,17120,nan
2016年6月3日,17170,17280,17110,17200,378031,17200,nan
2016年6月6日,16910,17140,16860,17140,623930,17140,nan
2016年6月7日,17200,17270,17090,17230,288854,17230,nan
2016年6月8日,17270,17380,17130,17380,385559,17380,nan
2016年6月9日,17280,17350,17150,17210,357920,17210,nan
2016年6月10日,17190,17200,17050,17140,387822,17140,nan
2016年6月13日,16840,16870,16580,16590,938739,16590,nan
2016年6月14日,16530,16640,16300,16400,980222,16400,nan
2016年6月15日,16320,16540,16270,16480,556379,16480,nan
2016年6月16日,16400,16450,15910,15960,1074142,15960,nan
2016年6月17日,16220,16320,16110,16150,680257,16150,nan
2016年6月20日,16400,16580,16390,16490,511483,16490,nan
2016年6月21日,16400,16750,16300,16690,999152,16690,nan
2016年6月22日,16650,16700,16520,16600,327623,16600,nan
2016年6月23日,16660,16810,16590,16760,578877,16760,nan
2016年6月24日,16890,16950,15350,15450,2695980,15450,nan
2016年6月27日,15680,15850,15570,15840,1188744,15840,nan
2016年6月28日,15620,15990,15510,15880,993501,15880,nan
2016年6月29日,16100,16170,15930,16110,596274,16110,nan
2016年6月30日,16310,16340,16140,16150,435045,16150,nan
2016年7月1日,16260,16320,16170,16220,389587,16220,nan
2016年7月4日,16100,16370,16100,16330,545194,16330,nan
2016年7月5日,16230,16260,16140,16200,584234,16200,nan
2016年7月6日,15680,15700,15440,15650,1122316,15650,nan
2016年7月7日,15640,15700,15500,15550,375778,15550,nan
2016年7月8日,15560,15680,15370,15390,573834,15390,nan
2016年7月11日,15740,16090,15740,15980,729711,15980,nan
2016年7月12日,16310,16530,16300,16350,840809,16350,nan
2016年7月13日,16750,16760,16480,16490,672920,16490,nan
2016年7月14日,16530,16690,16500,16670,593785,16670,nan
2016年7月15日,16740,16890,16690,16780,960740,16780,nan
2016年7月19日,16900,17020,16800,17010,1404062,17010,nan
2016年7月20日,16920,16980,16830,16940,542774,16940,nan
2016年7月21日,17170,17230,17020,17080,590320,17080,nan
2016年7月22日,16850,16970,16840,16880,328024,16880,nan
2016年7月25日,16940,17060,16890,16910,355989,16910,nan
2016年7月26日,16820,16830,16590,16670,441081,16670,nan
2016年7月27日,16850,17120,16820,16950,1062110,16950,nan
2016年7月28日,16860,16890,16720,16770,830744,16770,nan
2016年7月29日,16720,16990,16420,16850,1454934,16850,nan
2016年8月1日,16650,16960,16600,16910,1097916,16910,nan
2016年8月2日,16740,16820,16660,16670,629657,16670,nan
2016年8月3日,16460,16560,16320,16360,681025,16360,nan
2016年8月4日,16410,16550,16180,16520,1285464,16520,nan
2016年8月5日,16530,16630,16500,16530,385513,16530,nan
2016年8月8日,16800,16930,16770,16920,533354,16920,nan
2016年8月9日,16920,17060,16910,17040,533512,17040,nan
2016年8月10日,16980,17110,16940,16990,507526,16990,nan
2016年8月12日,17130,17240,17100,17190,581744,17190,nan
2016年8月15日,17160,17220,17130,17130,218231,17130,nan
2016年8月16日,17190,17190,16890,16890,351079,16890,nan
2016年8月17日,16890,17060,16880,17040,425813,17040,nan
2016年8月18日,16920,17000,16760,16780,434635,16780,nan
2016年8月19日,16850,16900,16730,16830,228879,16830,nan
2016年8月22日,16880,16910,16820,16880,267902,16880,nan
2016年8月23日,16820,16950,16730,16760,508365,16760,nan
2016年8月24日,16870,16930,16820,16850,237784,16850,nan
2016年8月25日,16860,16920,16800,16850,163167,16850,nan
2016年8月26日,16780,16780,16610,16660,429761,16660,nan
2016年8月29日,16970,17060,16960,17030,368410,17030,nan
2016年8月30日,17000,17050,16970,17050,373140,17050,nan
2016年8月31日,17160,17210,17130,17180,379203,17180,nan
2016年9月1日,17180,17250,17160,17220,300774,17220,nan
2016年9月2日,17180,17240,17140,17220,312431,17220,nan
2016年9月5日,17420,17450,17310,17320,734488,17320,nan
2016年9月6日,17340,17400,17330,17370,216717,17370,nan
2016年9月7日,17200,17320,17200,17320,193445,17320,nan
2016年9月8日,17290,17300,17140,17270,447353,17270,nan
2016年9月9日,17290,17320,17200,17280,216857,17280,nan
2016年9月12日,17070,17100,16890,16960,438098,16960,nan
2016年9月13日,17070,17080,16950,17020,290050,17020,nan
2016年9月14日,16910,17000,16890,16910,161952,16910,nan
2016年9月15日,16810,16820,16650,16700,380352,16700,nan
2016年9月16日,16750,16820,16710,16820,248273,16820,nan
2016年9月20日,16700,16880,16680,16770,204909,16770,nan
2016年9月21日,16760,17110,16650,17110,786389,17110,nan
2016年9月23日,17060,17100,17010,17040,295718,17040,nan
2016年9月26日,17000,17000,16790,16810,316590,16810,nan
2016年9月27日,16680,16960,16570,16960,417391,16960,nan
2016年9月28日,16900,16920,16780,16860,326496,16860,nan
2016年9月29日,17020,17170,17000,17100,526914,17100,nan
2016年9月30日,16900,16900,16800,16860,512950,16860,nan
2016年10月3日,16990,17060,16960,17000,311409,17000,nan
2016年10月4日,17070,17150,17040,17110,424545,17110,nan
2016年10月5日,17190,17250,17130,17240,384555,17240,nan
2016年10月6日,17330,17390,17290,17310,485598,17310,nan
2016年10月7日,17280,17310,17230,17280,390338,17280,nan
2016年10月11日,17350,17490,17350,17440,459156,17440,nan
2016年10月12日,17280,17370,17250,17270,283869,17270,nan
2016年10月13日,17350,17400,17150,17180,509701,17180,nan
2016年10月14日,17180,17290,17150,17290,327111,17290,nan
2016年10月17日,17270,17360,17240,17330,230406,17330,nan
2016年10月18日,17280,17390,17260,17380,193619,17380,nan
2016年10月19日,17370,17440,17360,17410,216281,17410,nan
2016年10月20日,17400,17660,17400,17640,1009907,17640,nan
2016年10月21日,17690,17720,17580,17620,294705,17620,nan
2016年10月24日,17680,17680,17590,17660,177328,17660,nan
2016年10月25日,17750,17810,17730,17810,358314,17810,nan
2016年10月26日,17740,17820,17720,17800,313435,17800,nan
2016年10月27日,17780,17840,17700,17760,283704,17760,nan
2016年10月28日,17870,17890,17830,17880,409013,17880,nan
2016年10月31日,17790,17860,17750,17860,219737,17860,nan
2016年11月1日,17830,17910,17760,17880,373066,17880,nan
2016年11月2日,17680,17710,17500,17570,622735,17570,nan
2016年11月4日,17400,17410,17230,17320,574838,17320,nan
2016年11月7日,17590,17620,17490,17610,355671,17610,nan
2016年11月8日,17680,17680,17550,17590,274682,17590,nan
2016年11月9日,17730,17870,16500,16720,3517265,16720,nan
2016年11月10日,17740,17820,17530,17750,1874755,17750,nan
2016年11月11日,17950,18050,17750,17800,1217952,17800,nan
2016年11月14日,17920,18140,17900,18100,913762,18100,nan
2016年11月15日,18130,18150,18040,18100,436000,18100,nan
2016年11月16日,18290,18340,18250,18320,1128466,18320,nan
2016年11月17日,18220,18320,18210,18300,351689,18300,nan
2016年11月18日,18490,18500,18420,18420,928083,18420,nan
2016年11月21日,18490,18580,18450,18540,408621,18540,nan
2016年11月22日,18510,18620,18490,18600,465598,18600,nan
2016年11月24日,18800,18840,18760,18780,641575,18780,nan
2016年11月25日,18850,18940,18740,18840,825855,18840,nan
2016年11月28日,18750,18820,18660,18800,467622,18800,nan
2016年11月29日,18680,18770,18680,18750,257712,18750,nan
2016年11月30日,18800,18820,18720,18740,363639,18740,nan
2016年12月1日,19050,19210,18910,18960,982671,18960,nan
2016年12月2日,18890,18930,18760,18870,596634,18870,nan
2016年12月5日,18790,18820,18680,18730,618374,18730,nan
2016年12月6日,18910,18950,18760,18810,341223,18810,nan
2016年12月7日,18890,18950,18850,18940,533590,18940,nan
2016年12月8日,19140,19220,19060,19210,468837,19210,nan
2016年12月9日,19240,19510,19240,19480,992489,19480,nan
2016年12月12日,19680,19750,19520,19620,544215,19620,nan
2016年12月13日,19550,19730,19520,19720,574203,19720,nan
2016年12月14日,19750,19760,19650,19710,357071,19710,nan
2016年12月15日,19800,19910,19650,19740,892927,19740,nan
2016年12月16日,19890,19920,19820,19860,541953,19860,nan
2016年12月19日,19790,19870,19770,19870,332256,19870,nan
2016年12月20日,19840,19990,19830,19960,453711,19960,nan
2016年12月21日,20000,20070,19840,19920,687774,19920,nan
2016年12月22日,19890,19890,19800,19880,348621,19880,nan
2016年12月26日,19880,19910,19860,19870,191167,19870,nan
2016年12月27日,19840,19960,19830,19870,234988,19870,nan
2016年12月28日,19910,19950,19860,19920,297785,19920,nan
2016年12月29日,19810,19810,19580,19630,486844,19630,nan
2016年12月30日,19480,19670,19470,19580,396139,19580,nan
2017年1月4日,19790,20100,19780,20080,749647,20080,nan
2017年1月5日,20100,20120,19960,20020,679991,20020,nan
2017年1月6日,19850,19980,19830,19950,474555,19950,nan
2017年1月10日,19910,19980,19750,19820,388580,19820,nan
2017年1月11日,19860,19890,19830,19860,351023,19860,nan
2017年1月12日,19760,19780,19560,19640,591801,19640,nan
2017年1月13日,19660,19790,19650,19790,372166,19790,nan
2017年1月16日,19710,19740,19550,19610,481413,19610,nan
2017年1月17日,19560,19560,19310,19320,658995,19320,nan
2017年1月18日,19240,19430,19130,19400,689105,19400,nan
2017年1月19日,19550,19620,19470,19580,308724,19580,nan
2017年1月20日,19540,19680,19530,19630,335402,19630,nan
2017年1月23日,19450,19520,19360,19400,437368,19400,nan
2017年1月24日,19290,19400,19260,19290,399512,19290,nan
2017年1月25日,19570,19630,19460,19510,871864,19510,nan
2017年1月26日,19740,19900,19720,19870,430065,19870,nan
2017年1月27日,19960,19980,19890,19930,406369,19930,nan
2017年1月30日,19850,19880,19790,19860,200917,19860,nan
2017年1月31日,19610,19680,19520,19540,572642,19540,nan
2017年2月1日,19420,19640,19400,19640,469320,19640,nan
2017年2月2日,19660,19660,19350,19410,641040,19410,nan
2017年2月3日,19500,19550,19310,19400,463324,19400,nan
2017年2月6日,19580,19590,19390,19450,269708,19450,nan
2017年2月7日,19320,19460,19290,19400,234788,19400,nan
2017年2月8日,19420,19490,19350,19470,130284,19470,nan
2017年2月9日,19430,19470,19350,19390,126467,19390,nan
2017年2月10日,19730,19890,19690,19860,582789,19860,nan
2017年2月13日,20000,20020,19910,19960,475382,19960,nan
2017年2月14日,19980,19990,19720,19740,385408,19740,nan
2017年2月15日,19960,19990,19920,19920,553083,19920,nan
2017年2月16日,19910,19920,19750,19820,348707,19820,nan
2017年2月17日,19720,19760,19650,19730,265422,19730,nan
2017年2月20日,19670,19760,19600,19740,196105,19740,nan
2017年2月21日,19760,19890,19760,19860,112658,19860,nan
2017年2月22日,19930,19930,19820,19860,131029,19860,nan
2017年2月23日,19860,19870,19750,19870,118747,19870,nan
2017年2月24日,19750,19890,19710,19800,215524,19800,nan
2017年2月27日,19650,19680,19490,19660,430016,19660,nan
2017年2月28日,19720,19770,19630,19630,206494,19630,nan
2017年3月1日,19720,19920,19660,19910,489398,19910,nan
2017年3月2日,20150,20180,20060,20060,1183536,20060,nan
2017年3月3日,20060,20090,19890,19980,298779,19980,nan
2017年3月6日,19920,19920,19840,19890,129342,19890,nan
2017年3月7日,19830,19880,19820,19840,145979,19840,nan
2017年3月8日,19820,19840,19690,19760,277833,19760,nan
2017年3月9日,19860,19860,19770,19820,118394,19820,nan
2017年3月10日,20000,20130,19950,20110,499861,20110,nan
2017年3月13日,20040,20170,20040,20130,284734,20130,nan
2017年3月14日,20150,20150,20100,20110,214476,20110,nan
2017年3月15日,20040,20090,20000,20090,134347,20090,nan
2017年3月16日,19960,20130,19950,20090,312676,20090,nan
2017年3月17日,20010,20050,19990,20020,133967,20020,nan
2017年3月21日,19920,20000,19840,19960,348375,19960,nan
2017年3月22日,19590,19680,19520,19550,766335,19550,nan
2017年3月23日,19570,19610,19460,19600,427558,19600,nan
2017年3月24日,19590,19800,19550,19750,244674,19750,nan
2017年3月27日,19550,19590,19420,19480,389517,19480,nan
2017年3月28日,19630,19690,19590,19670,248911,19670,nan
2017年3月29日,19840,19880,19780,19840,411027,19840,nan
2017年3月30日,19800,19840,19660,19670,236417,19670,nan
2017年3月31日,19800,19840,19540,19540,285737,19540,nan
2017年4月3日,19590,19700,19540,19610,251244,19610,nan
2017年4月4日,19550,19570,19320,19420,725894,19420,nan
2017年4月5日,19510,19560,19390,19490,183509,19490,nan
2017年4月6日,19380,19420,19140,19220,735664,19220,nan
2017年4月7日,19360,19390,19120,19300,546985,19300,nan
2017年4月10日,19410,19470,19380,19430,155039,19430,nan
2017年4月11日,19310,19390,19270,19350,259776,19350,nan
2017年4月12日,19200,19210,19070,19160,676253,19160,nan
2017年4月13日,19000,19070,18910,19050,483662,19050,nan
2017年4月14日,18960,19020,18880,18920,253051,18920,nan
2017年4月17日,18840,18970,18820,18970,222178,18970,nan
2017年4月18日,19100,19160,18960,19020,224464,19020,nan
2017年4月19日,18940,19070,18920,19050,190012,19050,nan
2017年4月20日,19060,19120,19020,19050,269212,19050,nan
2017年4月21日,19190,19250,19140,19240,203494,19240,nan
2017年4月24日,19520,19540,19450,19490,334906,19490,nan
2017年4月25日,19480,19730,19470,19700,515455,19700,nan
2017年4月26日,19810,19910,19790,19900,639991,19900,nan
2017年4月27日,19840,19900,19830,19870,332490,19870,nan
2017年4月28日,19870,19890,19780,19830,249026,19830,nan
2017年5月1日,19840,19940,19840,19930,291767,19930,nan
2017年5月2日,19970,20100,19970,20070,440566,20070,nan
2017年5月8日,20370,20590,20350,20540,1563967,20540,nan
2017年5月9日,20560,20580,20490,20490,568276,20490,nan
2017年5月10日,20540,20600,20510,20570,261704,20570,nan
2017年5月11日,20610,20650,20550,20620,463961,20620,nan
2017年5月12日,20560,20600,20450,20530,279902,20530,nan
2017年5月15日,20410,20520,20400,20510,202474,20510,nan
2017年5月16日,20590,20660,20520,20580,310755,20580,nan
2017年5月17日,20460,20500,20420,20460,320780,20460,nan
2017年5月18日,20160,20250,20090,20200,379440,20200,nan
2017年5月19日,20240,20280,20140,20250,276873,20250,nan
2017年5月22日,20350,20380,20270,20340,243507,20340,nan
2017年5月23日,20290,20350,20230,20270,103572,20270,nan
2017年5月24日,20420,20430,20340,20390,203101,20390,nan
2017年5月25日,20370,20510,20370,20450,326815,20450,nan
2017年5月26日,20440,20450,20330,20350,184473,20350,nan
2017年5月29日,20340,20390,20270,20330,121693,20330,nan
2017年5月30日,20330,20340,20210,20330,206638,20330,nan
2017年5月31日,20270,20330,20240,20300,118546,20300,nan
2017年6月1日,20320,20540,20320,20500,408644,20500,nan
2017年6月2日,20610,20910,20610,20860,1043336,20860,nan
2017年6月5日,20780,20890,20760,20830,432206,20830,nan
2017年6月6日,20800,20810,20600,20640,478539,20640,nan
2017年6月7日,20620,20690,20570,20630,180430,20630,nan
2017年6月8日,20720,20730,20560,20580,216677,20580,nan
2017年6月9日,20630,20760,20590,20680,298454,20680,nan
2017年6月12日,20560,20610,20490,20570,167113,20570,nan
2017年6月13日,20510,20590,20510,20560,165714,20560,nan
2017年6月14日,20630,20670,20550,20550,314556,20550,nan
2017年6月15日,20490,20630,20410,20500,314197,20500,nan
2017年6月16日,20580,20670,20550,20610,189177,20610,nan
2017年6月19日,20620,20750,20610,20740,138516,20740,nan
2017年6月20日,20890,20990,20890,20890,454082,20890,nan
2017年6月21日,20840,20880,20780,20790,248383,20790,nan
2017年6月22日,20800,20850,20760,20770,120997,20770,nan
2017年6月23日,20800,20810,20740,20790,197068,20790,nan
2017年6月26日,20780,20860,20770,20810,92964,20810,nan
2017年6月27日,20890,20920,20850,20880,221959,20880,nan
2017年6月28日,20830,20910,20800,20830,183836,20830,nan
2017年6月29日,20950,20960,20890,20900,267214,20900,nan
2017年6月30日,20710,20730,20630,20720,854374,20720,nan
2017年7月3日,20720,20780,20710,20730,212917,20730,nan
2017年7月4日,20900,20900,20650,20710,419427,20710,nan
2017年7月5日,20420,20480,20290,20470,394798,20470,nan
2017年7月6日,20460,20470,20340,20400,263769,20400,nan
2017年7月7日,20280,20380,20250,20340,450842,20340,nan
2017年7月10日,20460,20530,20420,20490,182338,20490,nan
2017年7月11日,20470,20600,20470,20580,142863,20580,nan
2017年7月12日,20520,20540,20460,20500,238142,20500,nan
2017年7月13日,20560,20580,20460,20500,173613,20500,nan
2017年7月14日,20520,20540,20490,20530,147157,20530,nan
2017年7月18日,20460,20470,20330,20390,239666,20390,nan
2017年7月19日,20380,20420,20340,20420,226091,20420,nan
2017年7月20日,20430,20550,20420,20540,256901,20540,nan
2017年7月21日,20490,20520,20470,20500,148696,20500,nan
2017年7月24日,20370,20390,20290,20370,288971,20370,nan
2017年7月25日,20360,20430,20330,20360,167157,20360,nan
2017年7月26日,20510,20510,20420,20450,262495,20450,nan
2017年7月27日,20430,20580,20410,20460,222077,20460,nan
2017年7月28日,20430,20430,20320,20340,217143,20340,nan
2017年7月31日,20340,20370,20310,20320,153205,20320,nan
2017年8月1日,20330,20390,20320,20380,105487,20380,nan
2017年8月2日,20460,20500,20420,20490,163785,20490,nan
2017年8月3日,20450,20470,20390,20420,147560,20420,nan
2017年8月4日,20370,20370,20330,20340,133247,20340,nan
2017年8月7日,20460,20480,20430,20450,127330,20450,nan
2017年8月8日,20440,20470,20370,20380,139429,20380,nan
2017年8月9日,20320,20320,20050,20130,808015,20130,nan
2017年8月10日,20200,20220,20080,20110,276817,20110,nan
2017年8月14日,19950,19980,19880,19910,366308,19910,nan
2017年8月15日,20070,20220,20060,20160,231126,20160,nan
2017年8月16日,20120,20160,20110,20130,100719,20130,nan
2017年8月17日,20080,20120,20060,20080,84830,20080,nan
2017年8月18日,19860,19930,19810,19860,417447,19860,nan
2017年8月21日,19880,19880,19740,19790,279311,19790,nan
2017年8月22日,19750,19820,19740,19780,245477,19780,nan
2017年8月23日,19930,19940,19790,19820,215454,19820,nan
2017年8月24日,19750,19820,19730,19740,181973,19740,nan
2017年8月25日,19780,19870,19760,19850,295486,19850,nan
2017年8月28日,19880,19910,19800,19850,185906,19850,nan
2017年8月29日,19700,19770,19670,19770,545959,19770,nan
2017年8月30日,19870,19930,19830,19910,201613,19910,nan
2017年8月31日,19980,20090,19970,20050,196888,20050,nan
2017年9月1日,20130,20130,20020,20090,236016,20090,nan
2017年9月4日,20000,20020,19880,19900,205416,19900,nan
2017年9月5日,19950,19950,19750,19790,210249,19790,nan
2017年9月6日,19690,19760,19650,19760,97510,19760,nan
2017年9月7日,19830,19870,19760,19790,205111,19790,nan
2017年9月8日,19740,19750,19620,19660,147822,19660,nan
2017年9月11日,19840,19960,19820,19940,166988,19940,nan
2017年9月12日,20120,20190,20100,20170,311385,20170,nan
2017年9月13日,20270,20290,20240,20260,188481,20260,nan
2017年9月14日,20270,20320,20190,20220,187868,20220,nan
2017年9月15日,20170,20340,20170,20310,198237,20310,nan
2017年9月19日,20530,20720,20530,20690,816739,20690,nan
2017年9月20日,20700,20750,20660,20710,213978,20710,nan
2017年9月21日,20870,20900,20740,20760,487162,20760,nan
2017年9月22日,20790,20820,20660,20700,229822,20700,nan
2017年9月25日,20830,20860,20770,20790,184981,20790,nan
2017年9月26日,20750,20790,20700,20710,228591,20710,nan
2017年9月27日,20790,20820,20750,20820,183339,20820,nan
2017年9月28日,20930,20940,20840,20920,321985,20920,nan
2017年9月29日,20840,20900,20820,20870,252187,20870,nan
2017年10月2日,20940,20940,20890,20940,151521,20940,nan
2017年10月3日,21000,21170,20980,21150,662431,21150,nan
2017年10月4日,21190,21230,21130,21170,300058,21170,nan
2017年10月5日,21190,21200,21150,21170,228720,21170,nan
2017年10月6日,21270,21270,21210,21250,162078,21250,nan
